"support_wind_turbines","proximity_to_proposed","env_concern","trust_in_government","left_right_ideology","age","income","educ"
1,0,1,1,1,66,50508,1
1,0,2,0,0,57,10162,2
1,0,1,1,1,72,93847,3
1,0,3,0,0,45,84230,1
1,0,3,0,0,72,65818,3
1,0,2,0,1,34,61657,1
1,0,2,1,0,23,95864,1
1,0,2,1,1,32,28383,2
1,1,2,0,1,33,81087,1
1,0,1,0,0,28,94330,2
1,0,1,1,1,47,52147,1
0,0,1,0,0,73,16846,1
1,0,3,1,1,20,57387,2
0,0,1,0,1,85,65729,1
1,0,3,0,1,54,55502,2
1,0,1,1,1,46,61658,1
1,0,1,0,1,38,43959,1
1,0,2,0,1,19,52004,2
1,0,3,0,1,48,49295,3
1,0,2,1,1,32,21390,2
0,0,1,1,1,49,42045,1
1,1,3,1,0,19,81900,1
1,0,3,0,0,36,90785,2
1,1,1,0,0,27,12970,3
1,1,3,1,1,30,98429,1
1,0,3,0,0,42,79026,2
1,0,2,1,0,44,37941,1
1,0,2,1,1,58,93757,2
0,0,1,0,1,48,21408,1
1,0,1,0,1,32,73209,1
1,0,3,0,1,41,30809,2
0,1,1,1,1,77,32588,1
0,0,2,0,1,79,76978,2
1,0,2,1,1,49,24365,1
1,1,2,1,1,26,46511,2
0,0,1,0,0,57,59465,1
1,0,3,0,0,63,88872,2
1,0,2,1,0,70,51827,2
1,0,1,1,0,26,67423,1
1,0,2,0,0,72,98840,2
1,1,3,1,0,65,23154,3
1,0,1,0,1,64,80454,2
1,1,3,0,1,18,21574,2
1,1,3,1,0,49,81375,2
1,0,1,0,1,79,67591,1
1,0,1,1,0,83,54535,2
1,0,3,1,0,71,18404,1
1,0,1,0,1,65,41831,3
1,1,2,0,0,42,29186,2
0,0,1,0,0,44,42174,3
1,0,2,1,1,38,63509,1
1,0,1,0,0,78,91706,2
1,0,1,1,1,83,97287,1
1,1,2,1,1,75,97950,1
1,1,3,0,1,67,81348,2
0,0,3,1,1,79,43999,1
1,1,1,0,1,20,54149,3
1,0,3,1,1,69,75740,3
1,0,1,1,0,56,51686,3
1,0,1,1,1,18,71633,3
1,0,2,0,0,22,90837,2
1,1,3,0,1,58,38889,1
1,0,2,0,0,58,61223,1
1,1,3,0,1,64,34844,3
1,1,1,1,1,19,38445,3
1,0,3,0,0,44,97897,1
0,1,1,0,0,29,47360,2
1,1,3,1,1,57,62124,2
1,0,3,0,1,30,28493,1
1,0,3,1,1,81,77219,1
1,0,1,1,1,52,90015,1
1,1,1,1,1,47,66296,3
1,1,2,1,0,27,51701,2
1,0,3,0,1,62,32849,1
1,0,1,1,1,41,49782,3
0,0,3,1,1,58,28556,2
1,0,3,0,1,53,42453,1
0,0,1,1,1,63,41827,2
1,1,3,0,0,37,70250,3
1,0,2,1,1,85,23098,2
1,0,3,1,0,59,95631,2
1,1,1,1,0,73,67165,3
1,0,2,1,0,28,26242,3
1,0,3,1,1,35,50250,1
1,0,3,0,1,70,60218,3
1,0,2,1,0,61,76089,2
1,0,1,0,1,70,27321,3
1,0,3,1,1,40,53095,2
0,1,1,0,0,79,43378,2
1,0,3,0,1,69,91638,1
1,0,1,1,0,59,37644,1
1,0,1,1,0,20,79659,1
0,0,2,1,0,84,27456,2
1,0,2,0,1,74,47734,3
1,0,3,0,1,52,99788,1
1,1,1,1,0,49,39412,2
0,1,2,0,0,26,54318,2
0,1,2,0,0,77,42332,2
1,1,3,0,1,75,28867,2
1,1,2,1,0,52,65979,3
1,0,3,1,0,51,82272,3
1,0,2,1,1,25,38664,3
1,0,3,0,0,40,88841,3
1,1,1,0,0,60,57821,3
1,1,2,0,0,67,86307,2
0,1,1,0,1,74,47119,2
1,0,3,0,1,28,66580,1
1,0,2,1,0,24,76209,2
1,1,1,0,0,21,34200,2
1,0,1,1,0,59,92029,3
0,0,3,0,1,43,11519,2
0,0,1,0,0,71,41056,2
1,0,1,1,0,74,34551,3
0,0,1,1,0,77,21511,1
1,1,1,1,0,18,55389,1
0,1,1,0,0,52,49002,1
1,1,1,1,0,50,94628,1
0,1,1,0,1,51,13837,1
1,0,1,1,0,66,45364,2
0,0,2,1,0,84,26836,1
1,0,3,0,1,61,61318,2
1,0,3,1,0,32,34579,3
1,1,3,1,1,59,16763,3
1,0,1,1,1,18,66696,1
1,0,1,0,1,62,71861,2
1,0,3,0,1,32,99391,3
1,0,3,0,1,31,35490,2
1,1,2,1,1,78,65553,3
0,0,3,0,1,38,27886,1
0,0,1,1,0,54,31294,3
1,1,3,0,0,22,77384,2
1,0,2,1,1,69,55816,2
0,0,2,0,1,77,58979,1
0,0,1,0,0,35,36236,2
1,0,2,1,0,81,74488,1
1,0,3,0,1,64,81874,2
0,1,1,0,0,39,12920,2
1,0,3,0,1,78,48170,1
1,0,2,0,1,23,25775,1
0,0,2,1,1,44,44585,1
1,1,3,0,1,28,47687,2
1,0,2,1,1,79,90721,1
1,0,1,0,1,66,89867,3
1,0,2,0,1,44,95252,2
1,0,1,1,0,24,70620,2
0,0,1,1,1,78,83519,2
1,1,1,1,1,24,79267,1
0,0,1,1,0,78,43936,2
1,1,1,1,1,51,85004,1
1,0,3,1,1,30,87159,3
1,0,1,0,1,63,92086,1
0,1,1,1,0,61,44312,1
1,0,3,0,0,21,18719,2
1,0,1,0,0,69,93022,3
1,0,3,1,1,82,60492,3
1,0,3,0,1,54,84256,1
0,0,2,0,1,81,43126,1
0,0,1,0,0,73,20412,1
1,0,3,0,1,31,47245,1
1,0,1,0,0,24,71647,2
1,0,1,0,1,29,71311,1
1,1,2,1,1,76,75024,1
1,0,1,1,1,25,73906,1
0,0,1,0,0,74,60786,2
0,0,2,1,1,64,20386,1
1,0,3,0,1,84,93513,2
1,1,1,1,0,66,38631,3
1,0,1,1,1,74,79670,2
1,0,2,1,0,37,46822,2
1,1,3,1,1,69,57034,2
1,0,3,0,0,75,86201,2
0,0,1,0,1,73,46094,1
1,1,3,0,0,40,47192,3
1,1,1,1,1,51,78333,2
1,0,2,1,0,69,73814,2
0,1,2,1,1,57,30385,1
1,1,1,1,0,66,64754,1
1,0,2,1,0,70,21662,2
1,0,3,1,1,67,85412,1
1,0,3,1,1,39,31287,3
1,0,2,0,1,79,50344,2
1,0,1,1,0,76,47080,1
1,0,3,0,1,82,55227,1
1,1,2,0,0,21,87524,1
1,0,1,0,1,35,72538,1
0,1,1,0,1,73,17466,2
1,0,1,1,0,84,76364,2
1,0,2,0,0,53,94877,2
1,0,1,0,1,58,96021,2
0,0,2,0,1,27,43900,1
1,1,1,1,0,50,89196,1
1,0,2,0,1,22,79341,2
0,1,1,1,0,67,29517,3
1,0,2,1,0,77,92771,1
1,0,2,0,0,49,76641,3
1,0,3,0,1,38,65615,2
1,0,3,0,0,26,34731,2
1,0,1,0,0,61,85938,2
0,1,1,0,0,66,69058,2
0,0,1,1,0,69,14962,1
1,0,3,0,1,54,58701,2
0,1,2,0,1,49,42755,1
1,0,3,0,1,82,76335,1
0,1,2,1,0,37,37020,1
1,0,1,1,0,81,87765,2
1,0,3,0,1,31,27461,1
0,0,1,1,1,70,10834,2
1,0,3,1,1,60,17932,2
1,0,2,1,0,57,42193,1
1,0,2,1,0,22,22478,2
1,0,2,1,0,41,51237,1
1,1,1,0,0,38,98832,1
1,1,1,0,0,66,79321,2
1,1,3,0,1,58,65454,1
0,0,1,1,0,23,20285,1
0,0,1,1,0,18,17577,1
1,0,1,1,1,61,77008,2
1,0,3,1,1,57,24283,2
1,0,3,0,1,85,50760,3
1,1,2,0,0,39,58382,2
1,0,1,0,0,76,16760,1
1,0,2,0,0,33,77619,3
1,0,3,1,0,23,39842,1
1,1,3,1,1,80,56056,2
1,0,1,1,1,32,32655,2
1,0,2,0,1,44,75522,1
1,0,2,1,1,79,42772,2
1,1,2,0,1,50,91067,2
1,0,3,1,0,70,98083,2
1,0,3,0,1,19,32175,3
1,1,1,1,0,46,90680,2
1,1,1,1,1,78,81745,2
1,0,3,0,0,39,17012,3
1,1,3,0,0,57,63072,1
0,0,1,1,0,23,12052,2
1,0,2,1,1,24,41782,2
1,0,1,0,1,33,23262,3
1,0,3,1,1,74,81773,3
0,1,1,0,0,28,94187,2
0,0,2,1,1,77,70300,1
1,0,1,0,0,41,49323,3
0,0,1,0,0,40,85574,1
1,0,3,0,1,22,22185,2
1,0,3,1,0,22,16847,2
1,1,3,1,0,70,70507,2
0,0,2,1,0,46,45332,1
1,0,3,1,1,32,92245,2
1,0,1,0,1,40,11470,2
0,0,1,0,0,57,35232,2
0,1,1,0,1,28,13496,3
1,0,2,0,1,34,77612,2
1,0,1,0,0,36,36306,2
1,0,1,0,1,44,72016,1
0,0,1,1,1,57,21405,1
1,0,1,0,0,79,58579,2
1,0,3,0,1,48,98489,2
0,1,1,1,0,58,52441,1
1,0,1,0,0,47,47834,1
1,0,3,1,1,28,67068,1
1,1,1,1,1,32,85037,2
1,0,1,1,0,43,57605,3
1,0,2,0,1,67,66067,3
1,0,1,1,1,56,54450,2
1,0,1,1,1,67,81167,2
1,1,2,0,1,68,78759,2
0,0,2,0,0,68,60453,1
1,1,3,0,0,51,53399,1
1,1,3,1,1,31,29577,2
1,0,3,1,1,56,23709,1
1,1,3,0,1,82,79620,1
1,0,1,0,0,67,35983,3
1,0,2,0,1,73,24326,2
0,0,1,1,1,68,83456,3
1,1,3,1,1,41,51741,2
1,0,3,0,1,58,27941,3
0,1,1,0,1,23,52687,1
1,0,2,1,1,37,66878,2
0,0,1,1,1,71,35151,3
1,0,1,1,0,47,11079,2
1,0,3,1,1,58,57500,1
1,0,3,0,0,42,65079,1
1,1,3,0,0,68,59257,3
1,0,2,0,1,59,33923,2
0,0,1,1,0,53,40301,2
1,0,1,1,1,55,29260,2
1,0,3,1,1,46,51136,2
1,0,3,1,0,42,51710,1
1,0,3,1,1,18,43313,1
1,0,2,1,1,29,76278,2
1,1,3,1,0,21,14805,3
1,0,3,0,0,33,56771,1
1,1,1,0,0,68,95821,1
0,1,2,0,0,64,17688,3
0,0,1,1,0,51,14831,2
1,0,3,1,0,48,27613,2
0,1,1,1,1,52,19631,1
1,1,2,1,0,73,55838,3
1,0,1,0,0,48,53922,2
1,0,2,0,1,43,98531,1
1,1,1,0,1,44,51334,1
0,1,1,0,1,52,57179,1
1,0,3,1,0,79,54345,3
1,1,2,1,0,48,13397,2
1,1,2,0,0,85,80476,3
1,1,3,0,0,66,45582,2
1,0,1,0,0,20,63810,2
1,0,2,1,1,68,62051,2
1,1,1,1,1,52,85219,2
0,1,1,0,1,50,55969,2
1,0,2,1,0,82,34855,1
0,1,1,0,1,55,20057,1
1,0,1,0,0,37,79949,2
1,0,3,1,0,64,94597,3
1,0,1,0,0,77,55107,3
1,1,1,1,1,49,87502,2
0,1,1,0,0,83,22287,2
1,0,2,0,1,39,69743,2
1,0,1,1,0,53,68410,3
0,0,1,1,1,57,10513,1
1,0,1,0,0,48,37497,2
1,0,2,1,1,33,16148,2
1,0,3,1,0,31,70498,2
1,0,2,0,1,36,55845,1
1,0,1,1,1,61,88438,1
1,1,2,1,1,32,50275,1
1,0,3,1,0,49,13013,1
1,1,1,0,1,50,88279,3
1,0,1,0,0,52,36003,1
1,0,1,0,1,51,51575,2
0,0,1,1,1,58,58427,1
1,0,3,0,1,66,51076,2
1,0,3,1,0,69,80231,2
1,0,2,0,0,84,25095,2
1,1,3,1,0,49,85602,1
1,0,3,1,1,34,91803,2
1,1,1,0,1,73,68570,2
0,1,1,0,1,82,53629,3
1,0,1,1,1,37,69471,1
0,1,2,0,1,67,24996,2
1,0,3,0,1,38,23179,3
1,0,3,1,1,32,29514,1
1,1,3,0,0,21,83017,2
0,0,3,1,0,44,12931,2
1,0,1,1,0,37,69040,2
1,0,3,1,1,62,92366,1
0,0,1,0,0,46,47060,1
1,0,2,1,1,19,70087,2
1,0,3,1,1,77,19306,2
0,0,2,0,0,80,19693,1
1,0,1,0,1,28,65457,2
1,0,2,0,1,41,54894,2
1,0,1,0,0,57,96852,1
1,0,2,0,0,23,11005,2
1,0,1,0,1,80,76697,1
1,0,2,0,1,77,18781,2
1,1,1,0,0,51,47224,3
1,1,3,0,0,70,87565,2
1,0,2,1,0,38,61295,2
1,0,2,1,1,75,66019,1
1,0,2,0,0,72,61566,2
1,1,3,0,0,55,40847,1
1,0,3,1,1,84,76045,1
0,1,2,1,1,21,16121,1
1,0,3,0,0,59,46207,2
1,0,3,1,1,32,99046,2
1,0,3,0,0,37,14899,3
1,0,2,1,0,82,20013,1
1,1,3,0,1,77,13201,2
1,1,2,1,0,36,64810,2
1,0,1,1,1,23,95176,2
1,0,2,1,1,71,50852,1
1,0,1,1,1,60,57427,1
0,1,3,1,0,38,67275,2
1,0,2,0,1,23,73108,2
1,0,3,0,0,50,35755,1
1,0,1,1,1,75,92511,2
1,0,2,1,1,49,50592,2
1,1,1,1,0,85,91032,2
1,0,1,0,0,36,86859,3
0,0,1,0,0,69,49387,3
1,0,2,1,0,72,62502,1
0,1,1,1,1,32,19681,1
1,0,2,0,0,47,57933,2
1,0,2,1,0,71,61777,2
1,0,1,0,0,23,77661,2
0,0,1,1,1,73,13398,1
1,0,2,0,1,70,97059,1
0,1,1,1,1,42,36026,2
1,1,2,1,0,68,65411,2
1,1,1,1,1,73,83657,1
1,0,1,0,1,56,20511,1
0,0,2,0,0,83,12717,1
0,0,1,0,1,68,31713,3
1,1,1,0,0,56,70511,3
1,1,1,0,0,48,70416,1
1,0,2,0,1,29,34585,2
1,0,2,0,1,74,89166,1
1,1,3,0,0,81,46507,1
0,0,3,1,1,59,39417,1
0,0,2,0,0,70,17813,2
1,0,2,1,0,38,55449,3
1,0,2,0,1,41,69828,2
1,1,3,0,0,52,95170,2
1,0,1,1,0,32,47467,1
1,0,3,1,0,58,97670,2
0,0,3,0,1,28,28078,1
1,0,1,0,0,23,30974,2
0,1,1,1,0,68,77250,2
0,1,1,0,1,57,68647,2
1,0,1,0,1,61,72913,1
1,0,1,0,1,65,56714,2
1,1,3,0,1,76,56881,2
1,0,3,1,1,47,67576,3
1,1,3,0,0,77,88410,2
1,0,1,1,1,58,74887,2
1,0,1,0,0,23,68572,2
0,1,2,0,1,39,29631,2
1,1,2,1,0,26,69127,1
1,0,3,1,1,32,77440,2
1,0,3,0,1,67,53506,2
1,0,1,0,1,18,39834,3
1,0,3,1,0,47,22822,2
1,0,3,0,1,35,69902,1
0,1,1,1,1,60,45427,2
1,0,1,0,0,53,22502,3
1,1,2,1,1,76,47182,3
1,1,3,1,1,55,10731,2
1,0,1,0,1,19,53647,3
0,1,2,1,1,48,47694,1
1,0,1,1,1,27,80862,1
1,1,3,1,0,26,32276,2
1,0,1,0,1,62,91591,1
1,1,2,0,1,53,89608,1
1,1,2,1,1,75,72938,3
1,1,3,0,0,70,70814,1
1,0,1,1,0,23,50222,2
1,0,1,1,0,80,83903,3
1,0,2,1,0,23,78016,2
0,0,1,0,0,85,54853,3
1,0,1,0,1,40,66852,2
1,0,2,0,0,63,52889,2
1,0,3,1,0,74,68583,1
1,1,3,0,0,43,97851,2
1,0,2,0,1,81,19188,1
0,1,1,1,1,53,21231,1
1,1,3,1,0,34,87280,1
0,0,2,0,1,19,40842,1
1,0,3,0,0,58,71787,2
1,0,2,0,0,72,67088,3
1,1,2,0,0,60,62488,2
1,0,2,1,1,18,19590,3
1,1,1,1,0,32,36643,2
1,0,2,1,0,28,95137,3
0,0,1,0,0,54,46200,2
1,1,3,1,0,62,62815,2
0,0,1,0,1,84,40481,2
1,0,1,1,1,80,62912,3
0,0,3,1,0,60,37206,1
1,0,2,0,0,42,42298,1
1,0,3,1,1,72,10992,2
1,1,2,0,1,75,69353,2
1,0,3,1,1,80,33607,2
1,0,2,1,0,23,14941,3
1,1,2,1,0,36,37314,1
1,0,3,1,1,45,10384,1
1,0,1,1,0,59,94034,2
1,0,2,0,1,32,31057,2
1,0,1,1,1,39,97016,1
1,0,3,1,1,68,39087,2
0,1,1,1,0,74,18459,2
0,0,2,0,1,76,96766,1
0,0,1,1,1,76,49349,1
1,0,2,0,0,55,45963,1
0,0,1,0,0,82,72983,1
1,0,2,0,1,76,35709,2
1,0,2,1,1,47,69932,1
0,1,1,0,0,43,82287,2
1,1,2,0,0,65,89043,3
1,0,3,1,1,69,11992,3
0,0,2,0,0,52,21352,2
1,0,3,0,1,79,88575,2
1,0,1,0,1,52,61537,3
0,0,3,0,1,72,26927,2
1,1,2,0,1,48,75953,2
0,1,2,0,1,65,29921,2
0,0,1,0,0,45,13307,3
1,0,2,1,0,48,44278,1
0,0,1,1,0,76,52569,2
0,1,1,1,0,66,84990,2
0,1,3,1,1,82,40509,2
0,1,1,0,1,47,32584,3
0,1,2,1,1,69,21452,3
1,0,1,1,1,34,49446,1
0,0,1,0,0,80,24384,2
1,1,1,1,1,69,62113,1
1,0,1,0,1,64,90861,2
1,0,1,1,0,51,82617,2
0,0,1,0,1,39,34442,2
1,0,1,1,0,22,56457,2
1,0,1,0,0,32,20147,2
1,0,2,1,1,45,57396,2
0,1,1,1,1,18,43673,2
1,0,1,1,1,20,69103,2
1,0,1,0,1,19,97831,1
1,0,2,0,0,36,58137,2
1,1,3,0,0,37,81233,1
1,1,1,1,1,21,95664,2
0,0,2,0,1,53,24786,2
0,1,2,1,1,79,14395,1
0,1,1,1,0,77,35113,1
1,1,3,0,0,71,37015,1
1,1,1,0,0,33,55336,2
1,0,3,0,0,50,77577,2
1,0,1,0,0,38,76953,2
1,0,3,1,1,82,37603,2
1,1,1,0,0,22,71022,3
0,1,3,0,0,18,60087,2
1,0,3,0,1,61,40455,1
1,0,3,0,1,18,18384,2
1,0,2,1,1,29,61849,1
1,0,1,0,0,83,99395,1
1,0,2,1,0,36,33690,1
1,0,1,1,1,72,36691,3
0,1,1,0,0,22,38545,2
1,0,1,1,1,28,82094,1
1,0,3,0,1,40,45537,2
0,0,1,1,0,30,40282,1
1,0,2,1,1,31,54892,2
0,1,3,0,1,79,22204,1
1,0,2,1,1,36,45457,1
1,0,1,1,0,36,12102,3
1,1,2,1,1,61,61189,3
1,0,3,0,0,39,12991,2
1,0,1,1,0,28,89937,2
1,0,3,0,0,85,77088,1
0,0,1,0,1,39,41724,1
1,0,1,0,1,29,98256,1
1,1,3,0,0,22,93918,2
1,0,3,1,0,34,16235,2
1,0,3,1,0,46,43271,2
0,0,2,0,1,75,19103,3
1,0,1,0,1,30,54018,1
1,0,1,1,0,43,66057,1
1,0,2,0,1,64,48318,2
1,1,2,0,0,68,40438,2
1,0,2,1,0,62,88163,2
0,0,1,0,1,68,51639,3
1,1,1,0,0,39,79532,2
1,0,1,1,0,32,50342,2
1,0,3,0,0,83,36781,3
1,0,2,0,0,73,84862,1
1,1,3,1,0,74,83697,3
0,0,1,1,0,23,30586,2
1,0,1,1,0,73,77849,3
1,0,2,1,0,31,39154,3
0,0,2,0,1,37,13309,1
0,0,1,0,0,43,30838,1
0,0,1,0,1,77,18755,3
1,0,3,1,1,32,94426,1
1,0,3,1,0,56,27094,2
1,0,1,1,1,76,74941,1
0,0,1,0,1,22,51395,1
1,1,2,0,0,68,82809,3
0,0,1,1,0,30,11796,1
1,1,3,0,0,53,77249,1
0,0,2,1,0,27,22718,3
0,0,1,1,1,54,68497,1
1,1,3,0,1,50,64106,1
1,0,2,0,0,54,63600,2
1,0,1,1,1,44,86409,1
1,0,2,1,0,60,52494,1
0,0,1,0,1,76,34403,3
1,0,3,0,1,53,31360,3
1,0,3,0,0,20,33294,2
1,1,3,0,0,34,85782,1
0,0,1,0,0,75,34031,1
1,0,3,0,0,59,57899,2
0,0,1,0,1,54,43339,2
1,0,3,0,1,44,31046,2
0,0,1,0,0,39,13864,2
1,0,1,0,0,78,74413,1
0,0,1,1,0,59,23435,2
1,0,2,0,1,43,91654,2
1,0,1,0,0,84,85941,3
1,0,1,0,0,31,93788,3
1,0,1,1,0,70,49335,3
1,0,1,1,0,33,98058,1
1,0,1,1,0,71,68343,1
1,0,2,0,1,84,75922,2
1,0,2,0,0,41,95348,1
1,0,1,0,0,41,81532,1
1,0,3,0,0,82,57483,3
1,0,3,0,0,84,35836,2
1,0,1,0,0,46,27137,1
0,0,2,0,0,64,27609,1
1,0,2,1,0,63,74217,1
0,0,1,0,1,66,13760,1
1,0,3,0,1,35,84597,1
1,0,2,0,0,83,60539,1
1,1,3,0,1,78,85927,2
1,0,3,1,1,24,74993,2
1,0,1,1,1,71,91704,2
1,1,3,1,1,85,87069,2
0,0,1,0,1,40,22199,3
1,0,3,0,1,67,13571,1
1,1,1,0,0,38,90295,2
1,1,3,1,0,21,12922,3
1,0,3,1,1,40,61540,2
0,1,1,1,1,24,20450,1
1,0,1,0,1,77,79680,3
1,0,2,0,1,73,36845,3
1,1,3,1,1,45,66502,2
1,1,3,0,1,81,86539,1
1,0,2,1,0,30,46936,1
0,1,1,1,1,49,54245,2
1,1,3,1,1,24,75126,2
0,1,1,0,1,23,14423,3
1,0,3,0,0,66,83480,1
0,0,1,0,1,24,39689,2
0,0,2,1,1,47,54085,1
1,1,3,1,0,47,65185,1
1,0,3,1,0,73,39214,2
0,0,2,1,0,68,14444,1
0,0,1,1,1,48,16208,2
0,0,1,1,0,62,62048,3
1,1,2,0,1,76,57006,3
1,0,1,1,1,24,51142,1
1,0,1,0,1,43,98725,1
1,0,1,1,0,80,37920,3
1,0,1,1,1,82,51092,2
0,1,2,1,1,56,11934,1
1,0,1,0,0,25,55660,2
1,1,1,0,1,27,29509,2
0,1,1,0,1,33,45808,2
0,0,1,0,1,43,54993,1
0,1,1,1,1,74,22713,2
0,0,1,0,1,73,19440,2
1,0,2,0,1,78,57940,1
1,1,1,0,1,59,97076,3
1,0,2,1,1,44,11682,1
1,0,2,1,1,57,58775,2
0,0,1,1,1,47,23211,3
1,0,2,0,0,56,61364,2
1,0,1,1,1,79,82994,2
1,0,2,1,0,30,85489,2
1,0,3,0,1,79,42801,1
1,0,2,1,1,78,84102,3
1,0,3,1,0,70,21442,2
0,0,1,1,0,84,23746,1
1,0,3,0,1,41,57601,1
1,0,1,1,1,77,83534,3
0,0,2,1,1,77,23936,2
1,0,1,0,0,66,25054,2
1,1,3,1,1,68,79296,1
1,0,3,1,0,31,43403,1
1,0,3,0,1,50,10695,1
0,1,2,1,0,26,51870,1
1,0,1,1,1,28,66005,2
1,0,3,0,1,81,25359,3
1,1,2,0,1,33,72857,1
1,0,1,1,1,37,64678,2
1,0,2,1,1,56,70048,1
1,1,2,1,0,46,74794,2
1,0,2,0,1,19,78790,2
0,1,3,1,1,81,34412,2
0,1,1,0,1,61,41248,3
1,0,2,1,0,56,97489,1
1,0,2,1,1,49,83915,2
1,0,3,1,1,25,55726,3
0,0,1,0,1,61,90271,3
0,1,2,0,1,67,30125,2
0,0,1,0,0,61,34900,2
0,0,1,0,0,72,11363,2
1,1,1,0,1,20,55156,1
0,0,1,0,1,39,65753,3
1,0,1,1,0,29,94282,3
0,0,2,1,0,84,45310,2
1,0,3,1,0,77,87873,2
1,0,2,1,1,81,87359,3
1,0,1,0,0,42,42032,1
1,1,3,0,1,31,56342,3
1,0,2,1,1,60,24169,1
1,0,2,1,0,22,18395,1
1,0,3,1,1,53,98106,1
1,1,1,1,0,24,23449,2
0,0,2,0,1,81,58990,1
0,1,1,1,1,66,26148,1
1,0,1,1,0,60,70593,1
1,0,1,0,0,33,95765,1
1,0,2,0,1,65,48843,2
1,0,2,1,1,34,37010,1
1,0,2,1,1,25,12723,2
1,0,3,1,0,62,97531,1
0,0,2,0,0,77,37690,2
0,0,1,1,0,32,44501,1
1,0,3,1,1,62,36185,3
1,0,2,1,0,19,39012,2
0,1,3,0,0,34,15866,3
1,0,1,0,1,54,76629,2
1,0,1,0,1,23,63237,3
1,0,2,0,1,37,54221,1
1,0,3,0,1,34,88848,2
1,1,2,0,0,74,82618,3
1,1,1,1,1,58,44983,2
1,0,3,0,1,62,84904,1
1,0,2,1,1,39,20856,1
1,0,2,0,0,80,49069,1
0,0,3,1,1,19,62923,2
0,0,1,0,1,48,17013,2
1,0,1,1,0,65,47357,2
0,1,1,0,1,80,66538,1
1,1,1,0,0,27,38859,3
1,1,1,0,0,46,85644,3
1,0,2,1,1,73,41955,2
1,1,3,0,1,29,92173,3
1,0,1,0,0,57,86104,2
1,0,1,0,0,46,63572,3
1,0,2,0,0,57,73078,3
1,1,3,1,1,83,85821,1
1,0,2,1,1,85,55272,1
1,0,1,0,1,70,59294,1
1,0,2,1,0,78,61250,2
1,1,3,1,0,45,48116,2
1,1,3,0,0,54,95422,2
1,1,3,0,1,65,77787,3
1,0,1,1,1,78,84926,1
1,0,1,0,0,80,72455,3
1,0,3,0,1,44,89057,2
1,1,3,0,0,28,42006,1
1,0,1,0,0,48,87922,2
1,0,1,0,0,30,59734,2
1,1,1,1,0,84,78121,1
1,0,2,1,1,52,89307,2
1,0,2,1,0,84,94259,2
0,1,1,0,1,62,31259,1
1,0,1,1,1,36,69553,1
1,0,1,0,0,70,96480,2
1,0,2,1,1,72,47754,3
1,1,2,1,1,68,96579,2
0,0,1,0,0,76,61116,1
1,0,1,0,0,59,44140,3
1,0,3,0,1,23,36949,1
1,0,1,0,1,28,92423,2
0,0,2,0,0,66,31058,1
1,1,3,1,1,43,93261,1
1,1,2,0,0,21,57485,1
1,0,3,1,1,35,11190,3
1,0,3,1,1,49,75905,3
1,1,1,1,1,36,93116,1
0,0,1,0,1,57,45788,2
1,1,3,1,0,50,42779,2
1,1,1,1,0,33,97821,3
1,0,1,1,0,29,89650,3
1,0,3,0,1,33,19494,2
0,1,1,1,0,66,14870,1
1,0,3,1,0,32,18332,3
1,0,1,0,0,43,44223,3
0,0,1,0,1,31,10453,2
1,0,2,1,0,46,89457,1
1,0,2,0,1,39,19565,1
1,0,1,0,1,25,46544,2
0,1,1,0,1,74,89921,1
1,0,2,0,1,44,92123,2
1,0,3,0,1,28,71268,2
1,0,3,0,0,33,67968,2
1,0,3,0,0,51,69775,2
1,0,2,0,0,20,68938,2
1,1,1,1,1,45,96323,1
0,0,2,0,0,41,51046,3
0,0,1,1,1,55,38784,3
1,0,1,0,0,26,67133,1
1,0,3,0,1,81,35962,2
1,0,3,0,0,35,83705,2
1,0,2,0,1,24,97145,3
1,1,1,0,0,40,22112,2
1,0,2,0,1,63,93063,1
1,0,3,0,0,54,68990,2
0,0,1,1,1,75,13744,1
1,0,3,1,0,39,59213,1
0,0,1,0,0,58,24549,2
0,0,2,0,1,44,12592,1
1,0,2,1,1,70,95679,3
1,0,3,1,1,45,64560,2
0,1,1,0,0,58,56700,2
1,0,1,0,0,43,82826,2
0,1,2,1,1,30,21519,3
1,0,3,0,0,35,61597,1
1,0,1,0,1,21,89989,1
1,1,1,0,0,18,83547,3
1,0,3,1,1,81,26498,2
1,1,2,1,1,67,76960,2
1,0,2,1,1,40,48619,2
1,0,2,0,0,38,36265,3
1,0,3,1,0,23,23756,2
1,0,3,0,0,73,29014,1
1,0,3,1,0,40,57480,2
0,1,1,0,1,63,46823,2
1,1,3,0,1,18,39046,2
0,1,1,0,1,43,11228,2
1,1,1,1,1,80,97875,1
1,0,1,1,1,18,67269,2
0,0,1,1,1,21,21828,1
1,1,1,1,1,21,47657,2
0,0,1,1,0,27,54323,1
1,1,3,0,0,68,35762,2
1,1,3,1,1,63,51874,3
1,0,1,1,0,43,92143,2
1,1,3,1,0,26,55531,1
1,1,3,0,0,66,96729,1
0,0,1,0,0,48,38149,1
0,0,1,0,1,68,56029,2
1,0,3,1,0,33,40842,1
1,0,3,1,0,25,45164,2
1,0,2,1,0,52,10722,2
1,0,3,1,0,83,80569,1
1,0,3,0,0,24,80587,1
1,0,3,1,1,50,43596,2
1,1,2,1,1,19,27958,2
1,1,2,0,0,34,66469,2
1,0,3,1,0,55,99500,3
